1,434896,7293,0.021237774581092196,0
2,252393,7171,110.29911466077128,0
3,356689,7322,0.3026985629091787,0
4,459750,8296,54.473527464959346,0
5,385206,7616,0.18918000000000001,0
6,493408,8611,0.30215015682948987,0
7,736655,785,0.30222688130267195,0
8,620068,2612,4.999048887123745,0
9,310260,12488,0.10065175,0
10,539820,7382,2.204597356028447,0
11,322631,8854,0.07197104,0
12,827812,9154,69.82834223824229,0
13,790604,1622,0.14694443,0
14,444456,3166,0.21287005655650504,0
15,530255,7244,0.9252559498431927,0
16,385226,11543,0.02973556,0
17,611085,13349,278.2247300551669,0
18,562064,1431,0.30100000000000005,0
19,166475,16727,0.30100000000000005,0
20,844184,11679,0.01536827,0
21,699374,13161,0.30100000000000005,0
22,544534,3888,0.25041636,0
23,855713,3464,0.02262596264260848,0
24,867950,10860,0.12338437863644801,0
25,873293,3115,1.498606723462978,0
26,146237,15251,29.598146205579166,0
27,369824,9110,0.011,0
28,342776,3739,0.126,0
29,378971,4550,337.0193590227353,0
30,196822,13679,0.360485411057642,0
31,499247,16007,0.307601260328161,0
32,437227,12225,0.09433283242167083,0
33,370147,8246,1.062477323933601,0
34,537901,8280,0.15980150397046544,0
35,385279,2701,0.02135488,0
36,441345,17460,0.04428087,0
37,136196,10773,0.09475723,0
38,548547,3404,0.060884,0
39,705132,3668,0.32660731,0
40,841999,3345,335.1223647946016,0
41,655006,8541,0.029849246000000003,0
42,627936,1559,0.51409526,0
43,294108,3090,37.96508165333569,0
44,286145,15048,0.33113802477708953,0
45,788993,7090,0.15118504,0
46,882161,13014,0.01799287373388863,0
47,154501,11208,9.998958267521546,0
48,144228,6666,0.100917455583269,0
49,754465,2291,0.02100128,0
50,274178,15118,2.12726911,0
51,602983,9010,0.013533400000000001,0
52,812153,14228,0.100885,0
53,102234,16358,0.7505567523398734,0
54,617895,8350,0.26162914290747297,0
55,208430,1536,0.03597952,0
56,486638,5224,0.501,0
57,704167,6309,1.702828838837882,0
58,430591,14790,0.13943459581464263,0
59,610506,16374,3.589929846342636,0
60,825009,13338,2.001,0
61,298232,12160,21.475096915730997,0
62,628283,4860,21.100877957585826,0
63,144879,4232,0.05167200000000001,0
64,216762,13144,0.70318745,0
65,783850,16609,0.10260319000000001,0
66,610400,2915,1.0024176799999998,0
67,353874,16693,0.0093875,0
68,825117,13585,3.4566132040325996,0
69,445955,6735,0.45109935073753,0
70,794832,18009,11.352993206926476,0
71,746048,1953,1.255716013187126,0
72,427284,4181,6.548859260148093,0
73,749052,12446,0.25210166,0
74,520516,12878,0.09862459,0
75,182841,8684,19.949325942359707,0
76,166721,5878,0.01931313,0
77,569433,3229,0.013000000000000001,0
78,137855,5473,1.961,0
79,338803,12253,0.02161379,0
80,869347,6818,0.0155,0
81,624561,10239,0.033218,0
82,128506,16980,0.10063799999999999,0
83,672296,6476,0.075878,0
84,509811,15122,0.175811022881672,0
85,411067,11915,1.006246032951676,0
86,370926,8504,0.1910955828631277,0
87,400502,11468,0.33099999999999996,0
88,353279,3405,0.23657262,0
89,847623,3726,6.0747040100000005,0
90,667558,10381,159.37733604124787,0
91,700945,1989,29.14191678362871,0
92,575320,9124,0.4998186,0
93,221496,17511,0.06101679,0
94,412936,13384,0.0268,0
95,803556,16952,0.39315158,0
96,691160,16983,0.29600000000000004,0
97,200594,5481,125.01128990379466,0
98,548964,322,0.93677915,0
99,312570,12215,0.45011811999999995,0
100,557607,13559,0.160888,0
101,242130,6969,0.10275014570164279,0
102,852050,16499,1.507000245265117,0
103,875239,10921,2.5954271112922793,0
104,269827,17665,4.198801575434969,0
105,805416,3651,19.99894575543497,0
106,144916,14414,4.995633455434969,0
107,407557,17687,0.127615695434968,0
108,497793,6653,0.06349726543496799,0
109,826222,12793,3.620452075434968,0
110,572213,17960,2.508468455434968,0
111,309714,15928,48.02152717543496,0
112,864281,6681,39.49901539543497,0
113,701174,9297,1.1189959654349677,0
114,365745,10400,1.1012794754349677,0
115,313844,1695,0.998468455434968,0
116,456246,1548,0.831694427788778,0
117,420306,6870,1.0020919254349678,0
118,439927,3042,0.450260815434968,0
119,287320,16758,0.339086575434968,0
120,457384,15848,0.499249085434968,0
121,241409,4375,328.7137839654349,0
122,858961,14035,0.308323375434968,0
123,276633,13645,0.223684015434968,0
124,125033,7158,0.172668455434968,0
125,434305,17969,0.190668455434968,0
126,738298,12289,0.103621325434968,0
127,485318,716,0.19577074289794,0
128,612630,771,0.052447932897939996,0
129,661786,16486,0.07022191,0
130,594837,9969,125.94923088267608,0
131,553319,8518,1.531481195997019,0
132,746859,6785,0.08724741,0
133,723122,9435,0.295070195940079,0
134,617562,8062,0.8601566500000001,0
135,546515,7009,0.811463106442464,0
136,473837,4369,0.52663492,0
137,233160,17710,0.401540947958837,0
138,631873,5271,2.997924628864954,0
139,614070,14933,0.35186547999999995,0
140,888948,15326,0.76787956,0
141,807829,9542,0.12948636000000002,0
142,572473,5673,4.04767214,0
143,609241,971,0.343938828849137,0
144,420436,2863,0.5063116677756466,0
145,358663,96,0.052797,0
146,151034,1991,1.041966753551321,0
147,346971,8847,0.051962057102305,0
148,338513,14241,6.40247627806614,0
149,535791,9651,0.045474173006893034,0
150,865128,6264,0.020077207072118002,0
151,564998,16555,0.019388899677162365,0
152,764416,15505,0.030695319102504004,0
153,358986,16710,0.026313392687165003,0
154,315307,11532,0.033892053802683,0
155,436259,14367,0.020076193802683003,0
156,400909,113,0.022057968334904022,0
157,800617,9355,0.08847283,0
158,715508,8454,0.23405523927135286,0
159,506540,3777,0.030893,0
160,582346,8094,20.866180372417904,0
161,606347,13167,0.29300000000000004,0
162,800820,2164,1.5023139113766057,0
163,274312,10172,2.8009999999999997,0
164,369133,2646,0.75085289,0
165,540324,89,0.056,0
166,519301,3974,0.09100000000000001,0
167,573283,9364,0.29192147910977,0
168,324584,1104,0.016889,0
169,235948,16455,0.3005,0
170,202457,12734,0.30031,0
171,617408,3824,0.28534967000000006,0
172,853901,3592,0.26984608837673935,0
173,254226,11699,0.2317234317225969,0
174,433003,3473,0.07138307,0
175,635194,5869,0.9516499399999999,0
176,591246,15795,1.001,0
177,850567,5183,1.165681634387781,0
178,543687,6023,0.94307488,0
179,195818,13743,0.2312243060043357,0
180,627624,5383,0.8621726999999999,0
181,494955,10932,0.16557577999999998,0
182,244558,4927,0.17869199,0
183,803906,14140,1.4310003043311557,0
184,495944,11308,0.25230742989286753,0
185,896247,15748,2.725083673962933,0
186,473656,7341,5.003568172821291,0
187,481146,11533,1.9986067099365628,0
188,152555,12508,0.08743857862823437,0
189,586658,17410,0.03688178070484394,0
190,537481,3920,30.91948655410439,0
191,402943,9019,2.6805053573225597,0
192,516439,5101,0.024994136249286016,0
193,410191,4947,0.10566496,0
194,463067,7517,0.100896,0
195,339795,13636,39.04413501234677,0
196,415858,5257,0.24324835772015532,0
197,603460,1741,7.24690597,0
198,881640,17293,0.28600000000000003,0
199,308813,10063,0.11719146000000001,0
200,465621,17623,0.28600000000000003,0
201,250508,8181,0.08599537705212727,0
202,394045,2720,0.9987863721434542,0
203,195464,16774,0.3000273243733005,0
